site,title,price,availability,link,image
Amazon,"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","₹1,19,900",Available,https://amazon.in/Apple-2026-MacBook-Laptop-chip/dp/B0GR1HPR1W/ref=sr_1_1?dib=eyJ2IjoiMSJ9.7rEFaGfo3syXOlLqarCcOo3SMK1hgi0JCsHnajloZz4snbXJHDM0oHNMNonL6BxLrGAN4iMAvIwZXHj0CNMOJ1BZQivKXO3tb7DZclUueFl_g3JXkVe9lh7jXY5c2t5YqOZumo_m5a1ZCf2W1szKpq3IBXLUE2f4DhbYGaPolIgNZkdF4lftaN7WdF1oNrABEfu86GJDo2FOgwmH1iZuiLGIVC2w0F3RVWHCyt2mb7Q.DUEgV-KFWMr2mdPunOS5IUqaFD9tyWoH-zgbimZfJXE&dib_tag=se&keywords=macbook&qid=1773755394&sr=8-1,https://m.media-amazon.com/images/I/71eX66ytH+L._AC_UY218_.jpg
